age,workclass,fnlwgt,capital-gain
43, Self-emp-not-inc,185413,0
29, Private,207513,0
53, Private,56213,0
24, Private,100961,0
35, Private,51700,0
25, Private,199224,0
43, Local-gov,70055,0
38, Private,183683,0
64, Private,45868,0
37, Private,94706,27828
48, Private,322183,0
27, Self-emp-not-inc,226976,0
45, Private,262678,0
41, Private,135056,10520
33, ?,148380,3103
42, Private,270710,0
29, Private,166220,0
29, Private,229803,0
71, Self-emp-inc,172652,0
29, Federal-gov,204796,0
23, State-gov,186634,0
28, Private,106672,0
55, Private,135339,0
47, State-gov,287547,0
21, ?,197583,0
33, Private,159737,0
35, Local-gov,252217,0
42, Self-emp-inc,202466,0
33, Private,123031,0
30, Private,226296,0
37, Private,232036,0
19, ?,233779,0
21, ?,152328,0
46, Self-emp-not-inc,481987,0
42, Private,107563,0
28, Private,184806,0
36, Private,188850,0
39, Private,127573,0
27, Private,72443,0
57, Private,142080,0
50, Private,143353,0
63, Private,172433,0
44, Private,67874,0
38, Private,415578,0
30, Self-emp-not-inc,370498,0
20, Private,140513,0
44, Self-emp-not-inc,193882,0
24, Private,289909,0
26, Private,284078,2354
42, Self-emp-not-inc,83953,0
54, Private,167380,0
45, State-gov,112761,0
37, Private,420040,0
30, Federal-gov,42900,0
36, Private,32086,7298
19, Private,291181,0
22, Private,71009,0
65, Federal-gov,200764,0
52, ?,133336,0
36, Self-emp-not-inc,166193,0
22, Private,240229,0
28, Private,334032,0
30, State-gov,184901,0
47, Private,132912,0
29, Private,217290,0
36, Private,184655,0
30, Private,242739,0
52, Private,279344,15024
62, Private,166691,0
42, Private,154374,0
33, Private,31740,0
17, Private,129396,0
54, Private,195015,0
41, Private,187431,0
45, State-gov,259087,0
37, State-gov,62428,0
21, Private,77572,0
29, Private,245402,0
18, State-gov,201117,0
18, ?,36779,0
62, Private,177028,0
62, Private,101582,0
58, Local-gov,158357,0
34, Private,377850,0
23, Private,130959,0
37, Private,112497,4934
42, Private,190545,0
21, Private,114292,0
41, Private,75171,0
27, Private,312939,0
37, Private,52870,0
40, Private,174947,0
62, Local-gov,106069,0
29, Private,298696,0
33, Private,392812,0
53, Private,117932,0
64, Private,135527,0
60, Private,135158,15024
47, Private,54260,0
45, State-gov,28171,0
33, Private,150324,0
29, Private,109494,5178
57, Private,204209,3103
19, Private,328167,0
26, Private,157617,0
63, Self-emp-inc,180955,0
42, Private,478373,0
38, Self-emp-not-inc,245090,0
34, Private,209900,0
20, ?,228649,0
35, Private,190297,0
38, Private,44780,0
52, State-gov,32372,0
32, Private,137184,0
67, Private,366425,99999
26, Private,160307,0
58, Private,170480,0
48, Private,224393,0
25, Private,173212,0
25, Private,86646,4865
25, Private,108683,0
18, Private,70021,0
36, Private,192939,0
45, Self-emp-not-inc,144086,0
34, Private,97614,0
68, Self-emp-inc,260198,0
37, Private,486194,0
21, Private,112225,0
49, Private,164200,0
39, Local-gov,52401,0
41, Private,195821,0
35, Private,108140,0
29, Local-gov,187981,0
29, ?,108126,0
54, Local-gov,168212,7688
32, Self-emp-not-inc,198613,0
18, Private,52098,0
30, Private,509364,0
66, ?,128614,0
23, Local-gov,238384,0
36, Private,317434,0
34, Private,158688,0
39, Self-emp-not-inc,267412,0
26, Local-gov,391074,0
78, Private,135692,0
28, Private,78529,0
51, Private,117700,0
33, Local-gov,83413,0
44, ?,210875,0
34, Private,108023,0
33, Self-emp-not-inc,103435,7688
28, Private,632733,0
55, Private,266019,0
30, Private,41210,0
45, Private,125892,0
46, Private,135339,0
17, Private,272372,0
40, Private,291300,0
44, Local-gov,157473,0
56, Private,329948,0
69, Self-emp-inc,264722,0
41, Private,132853,0
47, Local-gov,216586,0
33, Private,504725,3464
25, State-gov,150083,0
42, Private,188789,0
65, ?,101427,2653
24, Private,103277,0
48, Federal-gov,191013,0
82, Self-emp-inc,220667,0
36, Private,188800,0
34, Private,24361,10520
28, Private,82910,0
65, Private,105586,20051
66, Self-emp-not-inc,240294,0
40, Private,21755,0
66, Private,73522,0
37, Private,222450,0
34, Private,35595,0
41, Self-emp-not-inc,239061,0
43, Private,122473,0
20, Private,190290,0
59, Private,193375,0
48, Private,148576,0
45, State-gov,72896,0
28, Private,180299,0
43, Private,221550,0
18, Private,183011,0
34, ?,370209,0
55, Self-emp-inc,298449,0
21, Local-gov,300812,0
47, Private,173938,0
45, Private,282172,0
61, Private,87300,0
23, Private,64520,0
44, State-gov,119567,0
45, Private,117310,0
35, State-gov,28738,4101
17, ?,99695,0
49, Private,366089,0
40, Private,234397,0
28, Self-emp-not-inc,132686,0
33, Self-emp-inc,196963,0
31, State-gov,46492,0
38, Local-gov,274245,0
62, Private,360032,0
40, Private,144778,0
61, Private,142245,0
42, Federal-gov,178074,0
19, ?,218171,0
32, Local-gov,130242,0
52, Private,98980,0
34, Private,284629,0
37, Private,114591,0
30, Private,134639,8614
27, Private,134890,0
25, Private,199545,0
32, Private,227282,0
47, Self-emp-inc,308241,0
43, Private,214781,0
50, Local-gov,173630,0
42, Federal-gov,348059,0
31, Private,208785,0
43, Private,151809,0
37, Private,71592,0
58, Private,132704,3325
32, Private,250583,0
35, Private,114765,0
40, Self-emp-not-inc,194924,0
39, Self-emp-not-inc,73471,0
51, Private,250423,0
42, Private,145441,0
27, Private,86681,0
69, Private,188643,0
74, Private,68326,0
36, Private,382859,0
23, ?,211968,0
48, Local-gov,132368,0
38, Private,196123,0
68, Private,178066,1797
40, State-gov,105936,0
23, Private,306639,0
48, Private,26502,0
47, Local-gov,204698,0
55, Private,118057,0
22, State-gov,199266,0
49, Private,248145,0
51, Private,239284,0
42, Self-emp-inc,188738,7688
31, Private,209101,0
67, Local-gov,197816,0
27, ?,60726,0
59, Self-emp-not-inc,211678,0
66, Private,304957,0
28, Private,278552,0
33, Self-emp-not-inc,79303,0
44, Local-gov,64632,0
39, Private,560313,0
39, Local-gov,174597,0
46, Private,139946,0
19, Private,277695,0
44, Self-emp-not-inc,138471,0
24, Private,320615,0
48, Private,164954,0
27, Private,263728,3137
30, Private,159442,0
32, Federal-gov,113838,0
49, Private,28171,15024
37, Self-emp-not-inc,227253,0
24, Private,211129,0
19, Private,120003,0
20, Private,245182,0
25, Private,188767,0
29, Private,227890,0
43, Private,131650,0
35, Local-gov,258725,0
47, Local-gov,127678,0
53, Private,110747,0
27, Private,409246,0
32, Private,128829,0
36, Private,170031,0
55, Self-emp-not-inc,150917,0
41, Private,197372,0
49, Self-emp-not-inc,43479,0
36, Private,166549,0
62, Private,119684,2829
44, Private,651702,0
69, Self-emp-not-inc,199829,0
22, Private,86745,0
36, Private,644278,0
58, Private,31137,3464
32, Private,104525,2407
19, ?,91278,0
27, Private,111361,0
19, ?,291692,0
35, Private,228881,0
58, Private,152731,0
18, Private,178310,0
48, Self-emp-not-inc,116360,0
22, Private,535852,0
39, Private,30828,0
47, Self-emp-not-inc,39518,0
23, Private,445758,0
40, Private,222504,0
35, Private,357619,0
20, ?,121389,0
41, Private,228847,0
27, Private,118598,0
58, Private,49893,0
38, Private,452353,0
40, State-gov,285000,0
29, Private,263300,0
28, State-gov,132675,0
35, Private,175232,0
18, Private,257421,0
29, Private,196227,0
25, Private,34965,0
65, Private,475775,0
19, Private,196857,594
37, Private,159917,0
22, Private,212803,0
70, Private,118902,0
21, Local-gov,166827,0
21, Private,180060,0
23, Private,47218,0
46, Private,73541,0
33, State-gov,150688,0
36, Private,207824,7298
42, Self-emp-inc,198282,0
52, Private,206359,0
55, ?,125659,0
60, Local-gov,129193,0
57, Local-gov,167457,0
35, Private,455469,0
24, Private,206891,0
37, Private,269323,0
45, Local-gov,187715,0
48, Federal-gov,71376,0
22, Private,268707,0
45, Private,215620,0
32, Private,158438,0
35, Private,209629,0
22, Private,121076,0
34, Private,97933,0
25, Private,177423,4416
39, Private,185520,0
44, Federal-gov,38321,0
33, Private,213307,0
48, Private,328581,0
58, Private,177368,0
36, Private,148903,0
53, Self-emp-not-inc,385520,0
25, Self-emp-not-inc,193716,0
21, Private,238899,0
36, Private,209993,0
51, State-gov,136060,0
26, Local-gov,192944,0
41, Private,29927,0
23, Local-gov,200593,0
20, Private,311376,0
58, Private,206814,7688
21, Private,278391,0
32, Private,364657,0
54, ?,120781,0
62, Private,175080,0
29, ?,522241,0
43, Private,161240,0
20, Private,162282,0
23, Private,199419,0
26, Private,171114,0
33, Private,208855,0
30, Private,381030,0
63, Private,219337,3471
45, Private,180010,0
39, Private,189382,0
26, Private,121712,0
28, ?,192257,0
20, ?,68620,0
39, Private,352188,0
34, Private,398874,0
33, Private,191930,0
26, Private,269168,0
20, ?,123536,0
40, Private,173651,0
49, Private,149337,0
64, Private,146674,0
65, Private,173483,0
19, Private,223669,0
47, Private,182177,0
24, Private,109414,0
55, Self-emp-inc,150917,0
61, Self-emp-not-inc,39128,0
47, Local-gov,103540,0
64, Private,110212,0
37, Private,222450,0
21, ?,113760,0
40, ?,253717,0
25, Private,306908,0
41, Self-emp-not-inc,263871,0
40, State-gov,55294,0
21, Private,174063,0
54, State-gov,258735,0
47, Private,275867,0
21, Private,154235,0
32, Local-gov,210448,0
32, Private,337908,0
26, State-gov,205333,0
23, Private,187447,0
27, Private,153589,0
29, Local-gov,149988,0
43, Private,398959,0
23, ?,194096,0
39, Private,44041,0
22, Private,208946,0
47, Private,202117,0
34, Local-gov,303129,0
35, Private,215419,0
20, Private,175069,1055
36, Federal-gov,20469,0
52, Private,254680,0
38, Self-emp-inc,46385,0
33, Private,178463,0
18, Private,229296,0
38, Private,179352,0
56, Self-emp-not-inc,177368,0
30, Private,156015,0
35, State-gov,308945,0
60, Self-emp-not-inc,119575,0
20, Private,332689,0
18, Private,150817,0
19, Private,50941,0
53, Federal-gov,59664,5013
18, Private,56613,0
44, Private,162372,0
57, Private,77927,0
36, ?,157278,0
40, Self-emp-not-inc,170214,0
33, Private,76493,0
19, Private,130431,0
40, State-gov,23037,0
20, Self-emp-not-inc,176321,0
47, Private,105449,0
41, Private,157217,0
47, Federal-gov,382532,0
23, Private,250918,0
49, State-gov,139268,0
37, Self-emp-not-inc,200352,0
67, Private,267915,0
24, Private,376474,0
39, Private,153047,0
29, Private,154236,4386
22, ?,261881,0
26, Private,427744,0
33, Self-emp-not-inc,100580,0
23, Private,238179,0
37, State-gov,272471,0
30, Private,259058,0
41, Private,112656,0
23, Private,197286,0
47, Federal-gov,26145,0
24, Private,314440,0
39, Private,57691,0
33, Private,301251,0
25, Private,243410,0
40, Private,119008,0
67, Private,169435,0
55, Private,200327,0
69, Private,31501,0
34, Private,223327,0
52, Private,191130,15024
22, ?,191561,0
47, Private,245724,0
45, Private,194134,0
23, Private,140764,0
41, Self-emp-not-inc,189941,0
32, Private,149368,0
57, Local-gov,237546,0
34, Private,211051,0
44, State-gov,307468,0
46, Self-emp-not-inc,27847,0
60, Private,39263,3325
46, Local-gov,183610,0
32, Self-emp-inc,235847,0
44, Local-gov,32627,0
43, Private,42026,0
48, Federal-gov,72808,0
55, Private,377113,15024
24, Private,176389,0
65, Private,71075,0
51, Self-emp-inc,110327,0
42, State-gov,392167,0
36, Private,130808,0
19, Private,351757,0
24, Self-emp-not-inc,345420,0
52, Private,220984,0
28, Private,236834,0
42, Private,153489,0
25, Private,330850,0
53, Private,337195,0
35, Private,214816,0
20, Private,92863,0
38, Private,226894,13550
46, Private,40666,0
18, ?,142043,0
58, Private,105239,0
41, Private,112763,0
66, Self-emp-not-inc,219220,2653
38, State-gov,168223,0
29, Private,175639,0
39, Private,167482,0
44, Local-gov,178417,0
26, Local-gov,33604,0
27, Private,62082,0
29, Private,149902,0
29, Private,74784,0
47, Self-emp-inc,54260,0
62, ?,119986,0
29, Local-gov,165218,0
52, Local-gov,192853,0
27, Private,56299,0
53, ?,394690,0
29, Private,208406,0
62, Private,165827,0
72, Private,249559,0
27, Private,151382,0
38, Private,161141,0
27, Private,57092,0
49, Private,116927,0
56, Private,133876,0
52, Self-emp-inc,229259,0
22, Private,338162,0
37, Federal-gov,38948,0
55, Private,169276,0
38, State-gov,364803,0
45, Private,302677,0
35, Private,235485,0
21, Private,91189,0
54, Federal-gov,149596,0
19, Private,89211,0
48, State-gov,241854,0
41, Private,213351,0
20, Private,74631,0
56, Private,128696,0
49, Private,141069,0
17, ?,347248,0
45, Private,176947,0
46, Private,274200,0
39, Private,94036,0
34, Local-gov,176802,0
65, ?,258973,401
46, Private,235646,0
41, Private,175883,0
48, Private,154430,0
71, Private,258126,0
26, Federal-gov,337575,0
47, Self-emp-inc,308241,0
21, ?,162165,0
23, Private,298623,0
65, Private,270935,0
60, Private,338833,0
19, ?,341631,0
35, Private,233786,0
32, Private,366876,0
36, State-gov,183279,0
41, Federal-gov,29606,0
24, Local-gov,137300,0
45, Private,184070,0
48, Private,188610,0
20, Private,41356,0
51, Private,145409,0
24, ?,287413,0
39, Local-gov,100011,0
21, Private,119673,0
49, Private,140782,0
30, Private,193246,0
68, State-gov,420526,0
30, Private,34574,0
32, Self-emp-not-inc,400061,15024
49, Private,107009,0
24, Private,33551,0
34, Private,121640,0
40, Private,179524,0
23, ?,473206,0
41, Private,54422,0
23, Private,202416,0
48, Private,158685,0
56, Self-emp-inc,76534,0
42, State-gov,218948,0
37, Self-emp-not-inc,175120,0
32, Private,100154,0
29, Private,160510,0
58, Private,223214,0
40, Private,79488,0
40, Private,136986,99999
33, Private,202339,0
58, Private,205737,0
32, Private,80145,0
22, ?,303579,0
47, Private,235108,5178
41, State-gov,201363,0
41, Self-emp-inc,244172,0
73, ?,99349,0
56, Federal-gov,338242,0
83, ?,29702,0
22, Private,146352,0
30, Private,215182,0
41, ?,133456,0
32, Private,79586,0
27, Private,181822,0
35, Private,123809,15024
37, Private,35429,1506
48, Private,151584,0
42, Private,303725,0
35, Private,194404,0
20, Local-gov,224229,0
33, Private,236396,15024
25, Private,40255,0
29, State-gov,214881,0
47, Private,332465,0
28, Private,165218,0
20, Private,34506,0
30, Local-gov,79190,0
48, Self-emp-not-inc,79001,0
22, Private,137876,0
57, Federal-gov,40103,0
24, Self-emp-inc,145964,0
32, Private,268282,0
67, Local-gov,272587,1086
22, Private,220993,0
20, Private,88676,0
29, Private,185386,0
37, Private,177420,0
20, ?,203353,0
30, Private,100734,0
32, State-gov,181119,0
23, ?,172232,0
31, Private,243678,0
39, Self-emp-inc,170174,0
48, Private,102202,0
38, Private,249720,0
25, Private,167835,0
22, Private,266780,0
17, Private,173740,0
44, Private,40024,0
28, Private,193260,0
18, Private,175752,0
37, Private,202662,0
26, Private,167350,0
43, Private,412379,0
23, Self-emp-not-inc,121568,0
43, Private,56651,0
45, Private,238567,15024
34, Private,144949,0
42, Private,234633,0
22, Private,147397,0
38, Private,247547,0
35, Private,266645,0
39, Private,154897,0
44, Private,112507,0
45, Federal-gov,110884,0
25, Private,151588,0
54, Local-gov,217210,0
22, ?,185357,0
47, Private,139701,0
36, Private,50707,0
48, Private,370119,0
66, Self-emp-not-inc,252842,0
58, Private,106707,0
25, Private,149486,0
30, Private,427541,99999
51, Self-emp-not-inc,22154,0
30, Private,144949,0
20, Private,228686,0
57, Self-emp-not-inc,113010,0
23, Federal-gov,361278,0
33, Self-emp-not-inc,109509,0
47, Private,172155,0
54, Private,204304,0
75, Private,233362,0
36, Self-emp-inc,141609,0
51, Private,179479,3325
32, Private,193565,0
20, Private,314539,0
20, Private,208908,0
41, Self-emp-not-inc,375526,0
31, Private,291494,0
41, Private,117747,0
56, Private,331569,0
46, Private,146786,0
59, Private,147098,0
31, Private,137076,0
20, Private,223811,0
69, Private,172354,1848
35, Private,154410,0
58, Private,277203,0
21, Private,97295,0
60, Private,95680,0
29, Private,328981,0
29, Self-emp-not-inc,75435,0
53, Private,116288,0
43, Federal-gov,136105,0
55, Local-gov,134042,0
29, Private,253003,0
37, Private,193106,0
37, Private,117528,0
41, Private,194537,0
57, Private,195820,0
41, Private,265671,0
18, ?,90636,594
57, Private,166107,0
49, Federal-gov,106207,0
61, Private,187135,0
44, Private,231793,0
20, ?,228326,0
36, Self-emp-not-inc,125933,5178
29, Local-gov,211032,0
51, Local-gov,125796,0
19, Private,29526,0
53, Private,158993,0
43, Private,116379,0
42, Private,201343,2885
44, Private,402718,0
37, Self-emp-inc,98360,0
24, Self-emp-not-inc,285580,0
27, ?,119851,0
30, Private,325509,0
56, Private,204745,3325
58, Private,152874,0
20, Private,139715,0
36, Private,141584,0
26, Private,156848,0
42, Private,40151,0
24, Private,50648,0
